aquifer_code,aquifer_name,country_1,country_2,stratum,published_class,claim_tested,verdict,proposed_class,candidate_reclassification,gis_verdict,gis_acceptance,gis_side_tested,gis_feature,gis_dist_to_polygon_km,gis_dist_to_border_km,error_class,error_class_description,classF_published,classF_corrected,applied_to,applied_in_variant,evidence_tier,confidence,aquifer_specific_record,tier1_recitation,evidence,sources,notes
S013,Amazonas,COL,PER,B: highest-risk IU/UB,UB,COL has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"No groundwater-irrigated cropland is documented in the Colombian Amazon (Amazonas department, around Leticia) within 100 km of the Peruvian border; agriculture is rainfed smallholder cultivation and the local groundwater development at Leticia is for municipal supply.","[T1] OTCA / Amazon Basin Project, Hydrogeological, vulnerability and risk assessment ... transboundary region of Leticia and Tabatinga. https://aguasamazonicas.otca.org/intervencion/hydrogeological-vulnerability-and-risk-assessment-for-the-development-of-groundwater-protection-and-use-policies-for-the-transboundary-region-of-leticia-and-tabatinga/?lang=en | [T1] Bagley, J.E. et al. (2016). A review of green- and blue-water resources and their trade-offs for future agricultural production in the Amazon Basin. Hydrology and Earth System Sciences 20, 2179-2197. https://hess.copernicus.org/articles/20/2179/2016/","Colombia's 84 ha of groundwater-irrigated cropland over the polygon are not near this border segment. Peru contributes zero irrigation of any kind, so the dyad is UB on the strength of urban land on both sides."
S013,Amazonas,BOL,BRA,B: highest-risk IU/UB,UB,BRA has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"No groundwater-irrigated cropland is documented on the Brazilian side within 100 km of the Bolivian border over this polygon (Acre and southern Amazonas); land use there is forest, pasture and rainfed cropping.","[T1] Bagley, J.E. et al. (2016). A review of green- and blue-water resources and their trade-offs for future agricultural production in the Amazon Basin. Hydrology and Earth System Sciences 20, 2179-2197. https://hess.copernicus.org/articles/20/2179/2016/ | [T1] FAO, Transboundary River Basin Overview - Amazon (AQUASTAT). https://openknowledge.fao.org/server/api/core/bitstreams/b8d766bb-e7c7-4857-9911-d09d9035cf4c/content","Weakest of the eight Amazonas cases in principle, because the Bolivia-Brazil border segment runs closest to the expanding southern Amazon agricultural frontier (Rondonia). Irrigated agriculture on that frontier is however still small and predominantly surface-water or supplementary; I found no evidence of groundwater-irrigated cropland within 100 km of this border segment. Worth a second look if the authors have access to Brazilian IBGE municipal irrigation statistics for Rondonia and Acre."
S013,Amazonas,ECU,PER,B: highest-risk IU/UB,UB,ECU has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"No groundwater-irrigated cropland is documented in the Ecuadorian Amazon (Orellana, Pastaza, Morona Santiago, Zamora Chinchipe) within 100 km of the Peruvian border; Ecuador's Amazonian agriculture is rainfed and its irrigation is concentrated in the Sierra and coastal provinces.","[T1] Bagley, J.E. et al. (2016). A review of green- and blue-water resources and their trade-offs for future agricultural production in the Amazon Basin. Hydrology and Earth System Sciences 20, 2179-2197. https://hess.copernicus.org/articles/20/2179/2016/ | [T1] FAO, Transboundary River Basin Overview - Amazon (AQUASTAT). https://openknowledge.fao.org/server/api/core/bitstreams/b8d766bb-e7c7-4857-9911-d09d9035cf4c/content","Both sides record zero irrigated cropland of any kind over this polygon; the dyad is UB purely on urban land (ECU 84,220 ha, PER 59,026 ha within 100 km). Nothing found contradicts the claim. The dominant water-related activity in the Ecuadorian Amazon is oil-sector abstraction and produced water, not irrigation."
S013,Amazonas,COL,ECU,B: highest-risk IU/UB,UB,COL has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"No groundwater-irrigated cropland is documented in the Colombian Amazon (Putumayo) within 100 km of the Ecuadorian border; agriculture in the Putumayo piedmont is rainfed, and Colombia's groundwater irrigation is concentrated in the Caribbean, Cauca and upper Magdalena regions.","[T1] Bagley, J.E. et al. (2016). A review of green- and blue-water resources and their trade-offs for future agricultural production in the Amazon Basin. Hydrology and Earth System Sciences 20, 2179-2197. https://hess.copernicus.org/articles/20/2179/2016/ | [T1] FAO, Transboundary River Basin Overview - Amazon (AQUASTAT). https://openknowledge.fao.org/server/api/core/bitstreams/b8d766bb-e7c7-4857-9911-d09d9035cf4c/content","This border segment sits at the Andean piedmont, the part of the Amazonas polygon where agricultural intensification is most advanced, so it is the S013 dyad most exposed to future change. Current evidence still shows rainfed systems; Colombia's 84 ha of groundwater irrigation over the polygon are recorded as being outside the 100 km band."
AF026,Tanganyika,BDI,COD,B: highest-risk IU/UB,UB,BDI has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,high,,,"Burundi's irrigation assessment states explicitly that 'there is no significant use of groundwater for irrigation'; 99% of Burundi's irrigated fields are in the Imbo, Moso and Bugesera plains and the marshes, supplied by rivers, streams and (near Nyanza-Lac) lake water pumped from Lake Tanganyika, and the country's groundwater - almost entirely from springs - is used for domestic supply.","[T1] FutureWater / IFAD, Assessment of the Irrigation Potential in Burundi, Eastern DRC, Kenya, Rwanda, South Sudan, Tanzania and Uganda - Appendix Burundi. ('There is no significant use of groundwater for irrigation'; 99% of irrigated fields in the Imbo, Moso, Bugesera plains and marshes; area equipped for irrigation 23,000 ha in 2005.) https://www.futurewater.eu/irripot/Appendix_Burundi_V11.pdf | [T1] British Geological Survey, Africa Groundwater Atlas: Hydrogeology of Burundi. ('Most domestic water supplies in Burundi rely on groundwater, almost all from springs' - ~22,000 springs versus fewer than 30 boreholes in 2010.) https://earthwise.bgs.ac.uk/index.php/Hydrogeology_of_Burundi","The Imbo plain along Lake Tanganyika, immediately west of Bujumbura and within 100 km of the DRC border, is genuinely irrigated - but from the Rusizi river and its distributaries and from lake pumping, i.e. surface water, so it does not contradict a groundwater claim. That is the near-miss to record. Our data are consistent with this: Burundi shows 405 ha of irrigated cropland but 0 ha groundwater-irrigated. The high urban figure (1,449,950 ha within 100 km) reflects Bujumbura and the dense Burundian settlement belt."
AF026,Tanganyika,BDI,TZA,B: highest-risk IU/UB,UB,BDI has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,high,,,"Same Tier 1 finding as for the BDI-COD dyad: Burundi has no significant groundwater irrigation, its 23,000 ha equipped area (of which ~5,000 ha actually irrigated) being surface-water schemes in the Imbo, Moso and Bugesera plains and marshes, and its groundwater use is spring-based domestic supply.","[T1] FutureWater / IFAD, Assessment of the Irrigation Potential in Burundi ... - Appendix Burundi. ('There is no significant use of groundwater for irrigation'; 'No data are available on groundwater usage'; only one drilling company in country with little equipment.) https://www.futurewater.eu/irripot/Appendix_Burundi_V11.pdf | [T1] British Geological Survey, Africa Groundwater Atlas: Hydrogeology of Burundi. https://earthwise.bgs.ac.uk/index.php/Hydrogeology_of_Burundi","The Burundi-Tanzania border runs through the Moso plain and the Malagarasi headwaters, where the Moso irrigation schemes sit; those are surface-water schemes, so again a near-miss rather than a contradiction. Tanzania's side contributes just 1 ha of groundwater-irrigated cropland within 100 km, and the Kigoma-region irrigation that does exist is river-fed traditional and improved schemes."
AF026,Tanganyika,COD,TZA,B: highest-risk IU/UB,UB,COD has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"Neither the DRC side (Uvira, Fizi, Kalemie in South Kivu and Tanganyika province) nor the Tanzanian side (Kigoma, Katavi, Rukwa) has documented groundwater-irrigated cropland within 100 km of this border; irrigation in the eastern DRC around Lake Tanganyika is confined to the Ruzizi plain and is river-fed, and the regional irrigation assessment finds no significant groundwater irrigation anywhere in the Lake Tanganyika riparian zone.","[T1] FutureWater / IFAD, Assessment of the Irrigation Potential in Burundi, Eastern DRC, Kenya, Rwanda, South Sudan, Tanzania and Uganda. https://www.futurewater.eu/irripot/Appendix_Burundi_V11.pdf | [T1] United Republic of Tanzania, Ministry of Water, Lake Tanganyika Basin Fact Sheet. (Basin water resources and use in the Tanzanian portion.) https://www.maji.go.tz/uploads/publications/sw1583410571-Lake%20Tanganyika%20Basin%20Fact%20Sheet.pdf","The DRC-Tanzania border here is the lake itself, so the 100 km bands cover the Congolese lakeshore escarpment and the Tanzanian Kigoma/Katavi hinterland - both areas of rainfed cassava, maize and oil palm with negligible irrigation of any kind (our data give COD 1 ha and TZA 40 ha of irrigation in total). Confidence is medium rather than high because DRC land- and water-use statistics are poor; the FutureWater assessment's eastern-DRC coverage is the best source I found and it reports no groundwater irrigation."
AS150,Irtysh-Obsky,KAZ,RUS,C: largest DA,DA,"Both KAZ and RUS have groundwater-irrigated cropland over this aquifer, and neither side is >99% concentrated within 10 km of the border.",CONFIRMED,,no,,,,,,,,,,,,,,low,,,"Irrigation in the Irtysh basin on both the Kazakh (Pavlodar, East Kazakhstan, Kostanay) and Russian (Omsk, Tyumen, Novosibirsk) sides is dominated by surface-water diversion from the Irtysh and its canals, with groundwater used for scattered small-scale irrigation, stock watering and rural supply distributed across the West Siberian plain rather than concentrated in a border strip - which is what the DA claim asserts.","[T1] Eurasian Development Bank, The Irtysh River Basin: Transboundary Challenges and Practical Solutions. (Water use in the Irtysh basin across China, Kazakhstan and Russia.) https://eabr.org/en/analytics/special-reports/the-irtysh-river-basin-transboundary-challenges-and-practical-solutions/ | [T1] Scientific-Information Center of the Interstate Commission for Water Coordination of Central Asia (CAWater-Info), Yearbook 2023, Section 5: Key water developments in the countries of Central Asia - Kazakhstan. https://www.cawater-info.net/yearbook/2023/05_yearbook2023_kz_en.htm","This is a DA claim, which is inherently hard to contradict from the literature: it would require positive evidence that one side has under 10 ha of groundwater-irrigated cropland within 100 km, or that one side is more than 99% concentrated within 10 km, and no source reports groundwater irrigation at that spatial resolution for a 900,000 km2 aquifer. I searched and found nothing pointing that way, and the qualitative picture - dispersed minor groundwater irrigation on both sides of a long, agriculturally developed steppe border - is consistent with DA, so I report CONFIRMED at low confidence rather than INSUFFICIENT. Kazakhstan's numbers are the fragile ones: 94 ha of groundwater-irrigated cropland over the whole polygon, of which only 27 ha within 100 km, is close enough to the 10 ha IU1 threshold that a modest change in the irrigation layer could flip this dyad."
AF058,Senegalo-Mauritanian Aquifer Basin (SMAB) / Bassin Aquifère Sénégalo-Mauritanien / Bacia Aquífera Senegalo-Mauritana (BASM),MRT,SEN,A: all BL dyads,BL,More than 99% of MRT's groundwater-irrigated cropland over this aquifer (7 ha) lies within 10 km of the border.,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"Searched French and English sources for groundwater-irrigated cropland in Mauritania over the Senegalo-Mauritanian basin away from the Senegal River. The only substantial off-river horticulture found is the PK17 peri-urban perimeter south of Nouakchott (~10 ha, ~180 km from the SEN border), and it is irrigated with treated water from the SNDE plant fed by the Senegal River, i.e. surface water, not groundwater. The Trarza (Idini) wellfield over the same aquifer is municipal supply for Nouakchott, not cropland; Mauritania's genuinely groundwater-irrigated agriculture is the Adrar/Tagant oasis system, which lies outside the SMAB polygon.","[T2] COMSSA, 'The Feeding and greening Nouakchott experience: urban vegetable gardens in a desert climate' https://comssa.org/en/news/the-feeding-and-greening-nouakchott-experience-urban-vegetable-gardens-in-a-desert-climate | [T1] Mohamed A. et al., 'Modalites de recharge d'un aquifere en zone semi-aride: cas de la nappe du Trarza (Sud-Ouest Mauritanie)', Hydrological Sciences Journal 59(5) https://doi.org/10.1080/02626667.2013.819432 | [T1] ReSaD / CARI, 'Systeme d'irrigation dans les oasis de Mauritanie: problemes de pompage et tentatives de realimentation des nappes phreatiques' https://www.resad-sahel.org/Publications/Systeme-d-irrigation-dans-les-oasis-de-Mauritanie-problemes-de-pompage-et-tentatives-de-realimentation-des-nappes-phreatiques","Near-miss worth recording: PK17 (10 ha, Riyadh/Nouakchott-Sud, ~17 km south of Nouakchott on the Rosso axis) sits over the SMAB and far from the border, so if the underlying land-use product had classed it as groundwater-irrigated the BL classification would flip. It does not, because the source is treated river water. Mauritanian irrigation over this aquifer is otherwise the Senegal River valley (Rosso/Trarza), which is river-fed flood and pumped surface irrigation hugging the border - consistent with the 71 ha being wholly within 10 km."
CB001,Plaine du Nord?Massacre,DOM,HTI,A: all BL dyads,BL,More than 99% of DOM's groundwater-irrigated cropland over this aquifer (4 ha) lies within 10 km of the border.,INSUFFICIENT,,no,,,,,,,,,,,,,,medium,,,"The one substantive study of this aquifer (Hydrogeology Journal groundwater-flow model of the Plaine du Nord-Massacre shallow aquifer) states explicitly that estimating withdrawals from irrigation wells 'proved to be difficult due to the lack of regular monitoring and reliable data', models only a hypothetical 270-borehole banana-irrigation expansion, and contains no data at all for the Dominican side of the Massacre River. No Dominican source (INDRHI/INAPA or otherwise) was found that resolves groundwater- versus canal-irrigated cropland in Dajabon province at the 10 km scale.","[T1] Modelling groundwater flow in the Plaine du Nord-Massacre shallow aquifer, Haiti, Hydrogeology Journal (2022) https://doi.org/10.1007/s10040-022-02469-6 | [T1] Geophysical reconnaissance of the western basin of the Plaine du Nord aquifer, Haiti, Hydrogeology Journal (2022) https://doi.org/10.1007/s10040-022-02490-9","Two caveats for the authors. (1) The published aquifer literature treats this as an essentially Haitian system extending from the Limbe plain east to the Massacre, with the Dominican portion undescribed - so the DOM-side polygon in IGRAC may be a thin border strip, which would make the >99%-within-10km result geometrically near-automatic rather than substantive. (2) Irrigated agriculture further east on the Dominican side (Monte Cristi banana/rice) draws largely on the Yaque del Norte canal system, i.e. surface water, so it would not contradict even if the polygon reached it. The honest verdict is that the record is silent, not that the claim is verified."
EB071,The former Yugoslav Republic of Macedonia - SW Serbia,MKD,SRB,A: all BL dyads,BL,More than 99% of SRB's groundwater-irrigated cropland over this aquifer (1 ha) lies within 10 km of the border.,INSUFFICIENT,,no,,,,,,,,,,,,,,low,,,"No aquifer-specific hydrogeological or irrigation literature could be found for this IGRAC unit, which is identified only by a generic name ('The former Yugoslav Republic of Macedonia - SW Serbia') and has no published delineation, abstraction inventory or irrigation description. Serbian national groundwater and irrigation reviews cover Vojvodina and the Morava basins and say nothing about groundwater-irrigated cropland in the far south near the North Macedonian border.","[T1] Rudic Z. et al. (2019), 'Achieving sustainable irrigation development in agricultural areas of Serbia with limited water resources', Outlook on Agriculture https://doi.org/10.1177/0030727019831019 | [T1] Water supply and sustainable management of groundwater resources in Serbia (review) https://www.researchgate.net/publication/322196453","The claim concerns 12 ha on the Serbian side - below the resolution of any national statistic or study available. Serbian irrigation is overwhelmingly surface-water-based and concentrated in Vojvodina, which is weak indirect support for a small groundwater figure here, but nothing addresses the 10 km distribution. Recommend treating this dyad as unauditable rather than confirmed."
EB082,Evros / Meriç,GRC,TUR,A: all BL dyads,BL,More than 99% of GRC's groundwater-irrigated cropland over this aquifer (294 ha) lies within 10 km of the border.,CONFIRMED,,no,,,,,,,,,,,,,,medium,,,"The Evros/Meric aquifer is well documented as an intensively groundwater-irrigated transboundary alluvial system on both sides (pesticide and nitrate contamination studies of the NE Greek transboundary aquifers attribute loading to intensive irrigated agriculture drawing on the aquifer). Nothing found places Greek groundwater-irrigated cropland over this specific polygon materially further than 10 km from the river, which is itself the border: the mapped unit is a narrow riparian alluvial strip (1,798 km2 spread over roughly 200 km of valley, i.e. of order 9 km mean width), so concentration within 10 km is geometrically expected.","[T1] Occurrence of pesticides in transboundary aquifers of North-eastern Greece, Science of the Total Environment (2012) https://doi.org/10.1016/j.scitotenv.2012.09.020 | [T1] Impact of intensive agricultural practices on drinking water quality in the Evros Region (NE Greece) by GIS analysis https://www.researchgate.net/publication/5969285 | [T1] EASAC, Greece Groundwater Country Report https://easac.eu/fileadmin/PDF_s/reports_statements/Greece_Groundwater_country_report.pdf","Separate data flag, not a class change: our numbers give urban_ha_within_100km = 0 for BOTH sides, yet Edirne (population ~180,000) sits directly on this aquifer roughly 1 km from the Greek border, and Orestiada, Didymoteicho and Feres lie on the Greek side. A zero urban figure for this polygon is almost certainly an artefact of the urban layer or the polygon clip. It does not alter the class here (both sides have groundwater-irrigated cropland, so IU0/IU1/UB are excluded before urban land is consulted), but the same artefact could misclassify other dyads where urban land is decisive. Worth checking. The wider Evros delta near Feres extends up to ~20-25 km from the river, so the 99.7% figure is sensitive to how far west the IGRAC polygon reaches."
EU301,Quartair en pliomioceenzand van de Schelde / Sables quaternaires et plio-miocènes de l'Escaut,BEL,NLD,A: all BL dyads,BL,More than 99% of BEL's groundwater-irrigated cropland over this aquifer (4 ha) lies within 10 km of the border.,CONFIRMED,,no,,,,,,,,,,,,,,low,,,"Searched Flemish and Belgian sources (VMM groundwater-use indicators, Departement Omgeving, ILVO agricultural-water dossiers, Statbel agricultural census) for groundwater-irrigated cropland in Belgium over the Scheldt Quaternary/Plio-Miocene sands. Belgian irrigation is marginal and no source locates groundwater-irrigated cropland on this polygon more than 10 km from the Dutch border; nothing contradicting the claim was found.","[T1] Vlaamse Milieumaatschappij (VMM), Grondwaterverbruik indicator https://vmm.vlaanderen.be/feiten-cijfers/water/grondwater/grondwatergebruik/indicator-grondwaterverbruik | [T1] Statbel, Kerncijfers landbouw 2024 https://doc.statbel.fgov.be/publications/S510.01/S510.01N_Kerncijfers_landbouw_2024.pdf | [T1] ILVO, Water in de landbouw (Flanders) https://ilvo.vlaanderen.be/en/dossiers/water-in-agriculture","This is a confirmation by absence and should be weighted accordingly. Flemish agricultural water use is in reality predominantly groundwater-based (field irrigation of potatoes and vegetables), and Belgian statistics are reported at national or provincial level only, so they can neither confirm nor refute a 35 ha figure or its 10 km distribution. The 35 ha total for the Belgian side of this 1,919 km2 polygon looks low relative to actual Flemish irrigation practice; if the underlying irrigation layer under-detects European sprinkler irrigation, the BL result here is an artefact of a very small denominator (35 ha) rather than a real border concentration. Same caveat applies to EU313."
EU313,Krijtlaag Valenciennes-Bergen / Craies de Valenciennes-Mons,BEL,FRA,A: all BL dyads,BL,More than 99% of BEL's groundwater-irrigated cropland over this aquifer (2 ha) lies within 10 km of the border.,CONFIRMED,,no,,,,,,,,,,,,,,low,,,"Searched Belgian (Walloon) and French sources for groundwater-irrigated cropland over the Valenciennes-Mons chalk aquifer. The chalk is a major abstraction target on both sides of the border, but the documented uses are public supply and industry; no source places Belgian groundwater-irrigated cropland on this polygon more than 10 km from the French border. Nothing contradicting the claim was found.","[T1] Statbel, Kerncijfers landbouw 2024 https://doc.statbel.fgov.be/publications/S510.01/S510.01N_Kerncijfers_landbouw_2024.pdf | [T1] Vlaamse Milieumaatschappij (VMM) / Departement Omgeving groundwater portals (Belgian groundwater use) https://omgeving.vlaanderen.be/nl/grondwater","Same structural caveat as EU301: the Belgian side has only 16 ha of groundwater-irrigated cropland in our data, so the >99%-within-10km test is being decided by a handful of pixels. National statistics do not resolve irrigation water source at sub-provincial scale in either Belgium or France, so no external source can realistically contradict or verify this. Treat as low-information rather than robustly confirmed."
